ID,NUME,RATING
3879,ODERUS,1
3880,OGGIE,1
3881,OJITOS,1
3882,OKEE,1
3883,OLD PULTENEY,1
3884,OLIVE OYL,1
3885,OOLJEE,1
3886,OPTIMUS,1
3887,OSHIE,1
3888,OSO SPUNKY,1
3889,PACHA,1
3890,PAGE,1
3891,PALEY,1
3892,PALOOPA,1
3893,PANDORA,1
3894,PANTHER LILY,1
3895,PANZER,1
3896,PATERSON,1
3897,PAYASO,1
3898,PEACHES ANNE,1
3899,PEASLEY,1
3900,PENNIE,1
3901,PENNY LANE,1
3902,PEPA,1
3903,PEPE,1
3904,PEPPER ANN,1
3905,PEPPERMINT PATTY,1
3906,PERDITA,1
3907,PERU,1
3908,PETEE,1
3909,PETRA,1
3910,PEYSA,1
3911,PEYTON,1
3912,PHILLIP,1
3913,PICARD,1
3914,PIGLET,1
3915,PISTOL PETE,1
3916,POCO,1
3917,PONG PONG,1
3918,POOPIE,1
3919,POOPY,1
3920,POPO,1
3921,POPPY JO,1
3922,POTTER,1
3923,PRANCER,1
3924,PRINCE FREDR,1
3925,PSYCH,1
3926,PUA,1
3927,PUGSLEY,1
3928,PUNKY,1
3929,PUPPY,1
3930,PURPLE RAIN,1
3931,QUEST,1
3932,RAEDO,1
3933,RAINA,1
3934,RAINY,1
3935,RAJ,1
3936,RAMON,1
3937,RAND PAUL,1
3938,RASTA,1
3939,RAWLEY,1
3940,RAYNIE MAE,1
3941,RAZ,1
3942,RAZEE,1
3943,RHAEGER,1
3944,RHEA,1
3945,RHODIE,1
3946,RIBBON,1
3947,RIKU,1
3948,RILEY HOOD,1
3949,RIPPER,1
3950,RIPPLE,1
3951,RIPTIDE,1
3952,RISU,1
3953,ROBBY,1
3954,ROBIN,1
3955,ROBIN HOOD,1
3956,ROCKY BLUE,1
3957,ROCKY ROAD,1
3958,RODRIGO,1
3959,ROLLO,1
3960,ROMANY BROWN,1
3961,RONDY,1
3962,RORI,1
3963,ROSA,1
3964,ROSIE DEE,1
3965,ROSS,1
3966,ROULETTE,1
3967,ROZSA,1
3968,RUBEN,1
3969,RUCA,1
3970,RUE,1
3971,RUHIG,1
3972,RUKA,1
3973,RUSSEL,1
3974,SABAKA,1
3975,SABUR,1
3976,SADIE GIRL,1
3977,SAILISH,1
3978,SAINT ELIAS,1
3979,SAKA,1
3980,SALTY,1
3981,SAMBA,1
3982,SAMBO,1
3983,SAMUEL,1
3984,SANTIAGO,1
3985,SAROO,1
3986,SASKIA,1
3987,SCHWARZ,1
3988,SHACK,1
3989,SHAGGY,1
3990,SHANOOK,1
3991,SHAWNI,1
3992,SHAY,1
3993,SHIPPO,1
3994,SHOOTER,1
3995,SHOSHANA,1
3996,SHYLO,1
3997,SILKIE,1
3998,SIMCOE,1
3999,SIR,1
4000,SIR FRANCIS,1
4001,SIR LOIN TIP,1
4002,SKI,1
4003,SKIMO,1
4004,SKIPPER LEE,1
4005,SKOTITO FRISKITO,1
4006,SLATER,1
4007,SMOKY,1
4008,SOHPIE,1
4009,SOLDIER,1
4010,SONIC,1
4011,SONJA,1
4012,SONYA,1
4013,SOUNDER,1
4014,SPARK PUG,1
4015,SPARKLE GIRL,1
4016,SPARKLES,1
4017,SPECKLES,1
4018,SPOOK,1
4019,STOUT,1
4020,SULLI,1
4021,SUMMER THYME,1
4022,SWEENEY,1
4023,SWEETHEART,1
4024,SWIPER,1
4025,SWISS,1
4026,SYLVIE,1
4027,SYNCH,1
4028,T.REXI,1
4029,TAESHIA,1
4030,TAKU DENALI,1
4031,TALIN,1
4032,TANA,1
4033,T-DAWG,1
4034,TEETE,1
4035,TETSUO,1
4036,THANOS,1
4037,THEADORA,1
4038,THORA,1
4039,TICANI,1
4040,TIDBIT,1
4041,TIGEY,1
4042,TIKANI PEARL,1
4043,TIKKI,1
4044,TINGNOI,1
4045,TINKER BELL,1
4046,TINKER BELLE,1
4047,TINKERBELLA,1
4048,TIPPY,1
4049,TOKI,1
4050,TOKLAT,1
4051,TOOT,1
4052,TOWZER,1
4053,TREX,1
4054,TROUT,1
4055,TRUE,1
4056,TRYP,1
4057,TUMI,1
4058,TUPIN,1
4059,TURKISH,1
4060,TUSKER,1
4061,TUTSI,1
4062,TWITTER,1
4063,VENNY,1
4064,VENTI,1
4065,VIDA LOCA,1
4066,VJ,1
4067,WALLE,1
4068,WALLEY,1
4069,WALNUT,1
4070,WEBLEY,1
4071,WHIMSY,1
4072,WILLIAM,1
4073,WILLOUGHBY,1
4074,WINTER,1
4075,WOLFE,1
4076,WOODY,1
4077,WOOKIE,1
4078,YKSI,1
4079,YZMA,1
4080,ZANDER,1
4081,ZAYCA,1
4082,ZEEK,1
4083,ZEEKE,1
4084,ZEEVAH,1
4085,ZEISHA,1
4086,ZEPHER,1
4087,ZOOIE,1
4088,ZSA ZSA,1
4089,ZUNI,1
4090,ZURI,1
